# Performance Monitoring Events for Intel Atom Processors Based on the Bonnel Microarchitecture - V4
# 8/16/2016 11:57:05 AM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	SampleAfterValue	MSRIndex	MSRValue	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Errata
0x89	0x4	BR_MISSP_TYPE_RETIRED.RETURN	Mispredicted return branches	0,1	200000	0	0	0	0	0	0	0	null
0x89	0x8	BR_MISSP_TYPE_RETIRED.IND_CALL	Mispredicted indirect calls, including both register and memory indirect. 	0,1	200000	0	0	0	0	0	0	0	null
0x89	0x11	BR_MISSP_TYPE_RETIRED.COND_TAKEN	Mispredicted and taken cond branch instructions retired	0,1	200000	0	0	0	0	0	0	0	null
0xAA	0x1	MACRO_INSTS.NON_CISC_DECODED	Non-CISC nacro instructions decoded	0,1	2000000	0	0	0	0	0	0	0	null
0xAA	0x2	MACRO_INSTS.CISC_DECODED	CISC macro instructions decoded	0,1	2000000	0	0	0	0	0	0	0	null
0xAA	0x3	MACRO_INSTS.ALL_DECODED	All Instructions decoded	0,1	2000000	0	0	0	0	0	0	0	null
0xB0	0x0	SIMD_UOPS_EXEC.S	SIMD micro-ops executed (excluding stores).	0,1	2000000	0	0	0	0	0	0	0	null
0xB0	0x80	SIMD_UOPS_EXEC.AR	SIMD micro-ops retired (excluding stores).	0,1	2000000	0	0	0	0	0	0	2	null
0xB1	0x0	SIMD_SAT_UOP_EXEC.S	SIMD saturated arithmetic micro-ops executed.	0,1	2000000	0	0	0	0	0	0	0	null
0xB1	0x80	SIMD_SAT_UOP_EXEC.AR	SIMD saturated arithmetic micro-ops retired.	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x1	SIMD_UOP_TYPE_EXEC.MUL.S	SIMD packed multiply micro-ops executed	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x81	SIMD_UOP_TYPE_EXEC.MUL.AR	SIMD packed multiply micro-ops retired	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x2	SIMD_UOP_TYPE_EXEC.SHIFT.S	SIMD packed shift micro-ops executed	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x82	SIMD_UOP_TYPE_EXEC.SHIFT.AR	SIMD packed shift micro-ops retired	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x4	SIMD_UOP_TYPE_EXEC.PACK.S	SIMD packed micro-ops executed	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x84	SIMD_UOP_TYPE_EXEC.PACK.AR	SIMD packed micro-ops retired	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x8	SIMD_UOP_TYPE_EXEC.UNPACK.S	SIMD unpacked micro-ops executed	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x88	SIMD_UOP_TYPE_EXEC.UNPACK.AR	SIMD unpacked micro-ops retired	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x10	SIMD_UOP_TYPE_EXEC.LOGICAL.S	SIMD packed logical micro-ops executed	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x90	SIMD_UOP_TYPE_EXEC.LOGICAL.AR	SIMD packed logical micro-ops retired	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0x20	SIMD_UOP_TYPE_EXEC.ARITHMETIC.S	SIMD packed arithmetic micro-ops executed	0,1	2000000	0	0	0	0	0	0	0	null
0xB3	0xA0	SIMD_UOP_TYPE_EXEC.ARITHMETIC.AR	SIMD packed arithmetic micro-ops retired	0,1	2000000	0	0	0	0	0	0	0	null
0xC0	0x0	INST_RETIRED.ANY_P	Instructions retired (precise event).	0,1	2000000	0	0	0	0	0	0	2	null
0xA	0x0	INST_RETIRED.ANY	Instructions retired.	Fixed counter 1	2000000	0	0	0	0	0	0	0	null
0xC2	0x10	UOPS_RETIRED.ANY	Micro-ops retired.	0,1	2000000	0	0	0	0	0	0	0	null
0xC2	0x10	UOPS_RETIRED.STALLED_CYCLES	Cycles no micro-ops retired.	0,1	2000000	0	0	0	0	0	0	0	null
0xC2	0x10	UOPS_RETIRED.STALLS	Periods no micro-ops retired.	0,1	2000000	0	0	0	0	0	0	0	null
0xA9	0x1	UOPS.MS_CYCLES	This event counts the cycles where 1 or more uops are issued by the micro-sequencer (MS), including microcode assists and inserted flows, and written to the IQ. 	0,1	2000000	0	0	1	0	0	0	0	null
0xC3	0x1	MACHINE_CLEARS.SMC	Self-Modifying Code detected.	0,1	200000	0	0	0	0	0	0	0	null
0xC4	0x0	BR_INST_RETIRED.ANY	Retired branch instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC4	0x1	BR_INST_RETIRED.PRED_NOT_TAKEN	Retired branch instructions that were predicted not-taken.	0,1	2000000	0	0	0	0	0	0	0	null
0xC4	0x2	BR_INST_RETIRED.MISPRED_NOT_TAKEN	Retired branch instructions that were mispredicted not-taken.	0,1	200000	0	0	0	0	0	0	0	null
0xC4	0x4	BR_INST_RETIRED.PRED_TAKEN	Retired branch instructions that were predicted taken.	0,1	2000000	0	0	0	0	0	0	0	null
0xC4	0x8	BR_INST_RETIRED.MISPRED_TAKEN	Retired branch instructions that were mispredicted taken.	0,1	200000	0	0	0	0	0	0	0	null
0xC4	0xC	BR_INST_RETIRED.TAKEN	Retired taken branch instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC4	0xF	BR_INST_RETIRED.ANY1	Retired branch instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC5	0x0	BR_INST_RETIRED.MISPRED	Retired mispredicted branch instructions (precise event).	0,1	200000	0	0	0	0	0	0	1	null
0xC6	0x1	CYCLES_INT_MASKED.CYCLES_INT_MASKED	Cycles during which interrupts are disabled.	0,1	2000000	0	0	0	0	0	0	0	null
0xC6	0x2	CYCLES_INT_MASKED.CYCLES_INT_PENDING_AND_MASKED	Cycles during which interrupts are pending and disabled.	0,1	2000000	0	0	0	0	0	0	0	null
0xC7	0x1	SIMD_INST_RETIRED.PACKED_SINGLE	Retired Streaming SIMD Extensions (SSE) packed-single instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC7	0x2	SIMD_INST_RETIRED.SCALAR_SINGLE	Retired Streaming SIMD Extensions (SSE) scalar-single instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC7	0x8	SIMD_INST_RETIRED.SCALAR_DOUBLE	Retired Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC7	0x10	SIMD_INST_RETIRED.VECTOR	Retired Streaming SIMD Extensions 2 (SSE2) vector instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xC8	0x0	HW_INT_RCV	Hardware interrupts received.	0,1	200000	0	0	0	0	0	0	0	null
0xCA	0x1	SIMD_COMP_INST_RETIRED.PACKED_SINGLE	Retired computational Streaming SIMD Extensions (SSE) packed-single instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xCA	0x2	SIMD_COMP_INST_RETIRED.SCALAR_SINGLE	Retired computational Streaming SIMD Extensions (SSE) scalar-single instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xCA	0x8	SIMD_COMP_INST_RETIRED.SCALAR_DOUBLE	Retired computational Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.	0,1	2000000	0	0	0	0	0	0	0	null
0xCB	0x1	MEM_LOAD_RETIRED.L2_HIT	Retired loads that hit the L2 cache (precise event).	0,1	200000	0	0	0	0	0	0	0	null
0xCB	0x2	MEM_LOAD_RETIRED.L2_MISS	Retired loads that miss the L2 cache	0,1	10000	0	0	0	0	0	0	0	null
0xCB	0x4	MEM_LOAD_RETIRED.DTLB_MISS	Retired loads that miss the DTLB (precise event).	0,1	200000	0	0	0	0	0	0	1	null
0xCD	0x0	SIMD_ASSIST	SIMD assists invoked.	0,1	100000	0	0	0	0	0	0	0	null
0xCE	0x0	SIMD_INSTR_RETIRED	SIMD Instructions retired.	0,1	2000000	0	0	0	0	0	0	0	null
0xCF	0x0	SIMD_SAT_INSTR_RETIRED	Saturated arithmetic instructions retired.	0,1	2000000	0	0	0	0	0	0	0	null
0xDC	0x2	RESOURCE_STALLS.DIV_BUSY	Cycles issue is stalled due to div busy.	0,1	2000000	0	0	0	0	0	0	0	null
0xE0	0x1	BR_INST_DECODED	Branch instructions decoded	0,1	2000000	0	0	0	0	0	0	0	null
0xE4	0x1	BOGUS_BR	Bogus branches	0,1	2000000	0	0	0	0	0	0	0	null
0xE6	0x1	BACLEARS.ANY	BACLEARS asserted.	0,1	2000000	0	0	0	0	0	0	0	null
0x3	0x1	REISSUE.OVERLAP_STORE	Micro-op reissues on a store-load collision	0,1	200000	0	0	0	0	0	0	0	null
0x3	0x81	REISSUE.OVERLAP_STORE.AR	Micro-op reissues on a store-load collision (At Retirement)	0,1	200000	0	0	0	0	0	0	0	null
