# Performance Monitoring Events for Intel(R) Xeon Phi Processor Family based on the Intel(R) Many Integrated Core Architecture - V8
# 8/16/2016 1:32:30 PM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
Unit	EventCode	UMask	EventName	BriefDescription	Counter	Filter	Internal
M2PCIe	0x25	0x10	UNC_M2P_EGRESS_CYCLES_FULL.AK_1	Egress (to CMS) Cycles Full. Counts the number of cycles when the M2PCIe Egress is full.  AK_1	0,1,2,3	null	0
M2PCIe	0x25	0x20	UNC_M2P_EGRESS_CYCLES_FULL.BL_1	Egress (to CMS) Cycles Full. Counts the number of cycles when the M2PCIe Egress is full.  BL_1	0,1,2,3	null	0
CHA	0x35	0x11	UNC_C_TOR_INSERTS.IRQ_HIT	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -IRQ	0,1,2,3	CHAFilter1	0
CHA	0x35	0x21	UNC_C_TOR_INSERTS.IRQ_MISS	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -IRQ 	0,1,2,3	CHAFilter1	0
CHA	0x35	0x14	UNC_C_TOR_INSERTS.PRQ_HIT	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -PRQ	0,1,2,3	CHAFilter1	0
CHA	0x35	0x24	UNC_C_TOR_INSERTS.PRQ_MISS	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -PRQ	0,1,2,3	CHAFilter1	0
CHA	0x35	0x18	UNC_C_TOR_INSERTS.IPQ_HIT	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -IPQ	0,1,2,3	CHAFilter1	0
CHA	0x35	0x28	UNC_C_TOR_INSERTS.IPQ_MISS	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -IPQ	0,1,2,3	CHAFilter1	0
CHA	0x35	0x37	UNC_C_TOR_INSERTS.LOC_ALL	Counts the number of entries successfuly inserted into the TOR that match  qualifications specified by the subevent -IRQ or PRQ	0,1,2,3	CHAFilter1	0
CHA	0x36	0x11	UNC_H_TOR_OCCUPANCY.IRQ_HIT	For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent -IRQ or PRQ hit	0	CHAFilter1	0
CHA	0x36	0x21	UNC_H_TOR_OCCUPANCY.IRQ_MISS	For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent -IRQ or PRQ miss	0	CHAFilter1	0
CHA	0x36	0x14	UNC_H_TOR_OCCUPANCY.PRQ_HIT	For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent -PRQ hit	0	CHAFilter1	0
CHA	0x36	0x24	UNC_H_TOR_OCCUPANCY.PRQ_MISS	For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent -PRQ miss	0	CHAFilter1	0
CHA	0x36	0x18	UNC_H_TOR_OCCUPANCY.IPQ_HIT	For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent -IPQ hit	0	CHAFilter1	0
CHA	0x36	0x28	UNC_H_TOR_OCCUPANCY.IPQ_MISS	For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent -IPQ miss	0	CHAFilter1	0
CHA	0xC0	0x00	UNC_H_CLOCK	Uncore Clocks	0,1,2,3	null	0
CHA	0x80	0x01	UNC_H_AG0_AD_CRD_ACQUIRED.TGR0	CMS Agent0 AD Credits Acquired For Transgress 0	0,1,2,3	null	0
CHA	0x80	0x02	UNC_H_AG0_AD_CRD_ACQUIRED.TGR1	CMS Agent0 AD Credits Acquired For Transgress 1	0,1,2,3	null	0
CHA	0x80	0x04	UNC_H_AG0_AD_CRD_ACQUIRED.TGR2	CMS Agent0 AD Credits Acquired For Transgress 2	0,1,2,3	null	0
CHA	0x80	0x08	UNC_H_AG0_AD_CRD_ACQUIRED.TGR3	CMS Agent0 AD Credits Acquired For Transgress 3	0,1,2,3	null	0
CHA	0x80	0x10	UNC_H_AG0_AD_CRD_ACQUIRED.TGR4	CMS Agent0 AD Credits Acquired For Transgress 4	0,1,2,3	null	0
CHA	0x80	0x20	UNC_H_AG0_AD_CRD_ACQUIRED.TGR5	CMS Agent0 AD Credits Acquired For Transgress 5	0,1,2,3	null	0
CHA	0x80	0x40	UNC_H_AG0_AD_CRD_ACQUIRED.TGR6	CMS Agent0 AD Credits Acquired For Transgress 6	0,1,2,3	null	0
CHA	0x80	0x80	UNC_H_AG0_AD_CRD_ACQUIRED.TGR7	CMS Agent0 AD Credits Acquired For Transgress 7	0,1,2,3	null	0
CHA	0x81	0x01	UNC_H_AG0_AD_CRD_ACQUIRED_EXT.TGR8	CMS Agent0 AD Credits Acquired For Transgress 8	0,1,2,3	null	0
CHA	0x81	0x02	UNC_H_AG0_AD_CRD_ACQUIRED_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent0 AD Credits Acquired For Transgress 0-7	0,1,2,3	null	0
CHA	0x82	0x01	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR0	CMS Agent0 AD Credits Occupancy For Transgress 0	0,1,2,3	null	0
CHA	0x82	0x02	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR1	CMS Agent0 AD Credits Occupancy For Transgress 1	0,1,2,3	null	0
CHA	0x82	0x04	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR2	CMS Agent0 AD Credits Occupancy For Transgress 2	0,1,2,3	null	0
CHA	0x82	0x08	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR3	CMS Agent0 AD Credits Occupancy For Transgress 3	0,1,2,3	null	0
CHA	0x82	0x10	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR4	CMS Agent0 AD Credits Occupancy For Transgress 4	0,1,2,3	null	0
CHA	0x82	0x20	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR5	CMS Agent0 AD Credits Occupancy For Transgress 5	0,1,2,3	null	0
CHA	0x82	0x40	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR6	CMS Agent0 AD Credits Occupancy For Transgress 6	0,1,2,3	null	0
CHA	0x82	0x80	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR7	CMS Agent0 AD Credits Occupancy For Transgress 7	0,1,2,3	null	0
CHA	0x83	0x01	UNC_H_AG0_AD_CRD_OCCUPANCY_EXT.TGR8	CMS Agent0 AD Credits Occupancy For Transgress 8	0,1,2,3	null	0
CHA	0x83	0x02	UNC_H_AG0_AD_CRD_OCCUPANCY_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent0 AD Credits Occupancy For Transgress 0-7	0,1,2,3	null	0
CHA	0x84	0x01	UNC_H_AG1_AD_CRD_ACQUIRED.TGR0	CMS Agent1 AD Credits Acquired For Transgress 0	0,1,2,3	null	0
CHA	0x84	0x02	UNC_H_AG1_AD_CRD_ACQUIRED.TGR1	CMS Agent1 AD Credits Acquired For Transgress 1	0,1,2,3	null	0
CHA	0x84	0x04	UNC_H_AG1_AD_CRD_ACQUIRED.TGR2	CMS Agent1 AD Credits Acquired For Transgress 2	0,1,2,3	null	0
CHA	0x84	0x08	UNC_H_AG1_AD_CRD_ACQUIRED.TGR3	CMS Agent1 AD Credits Acquired For Transgress 3	0,1,2,3	null	0
CHA	0x84	0x10	UNC_H_AG1_AD_CRD_ACQUIRED.TGR4	CMS Agent1 AD Credits Acquired For Transgress 4	0,1,2,3	null	0
CHA	0x84	0x20	UNC_H_AG1_AD_CRD_ACQUIRED.TGR5	CMS Agent1 AD Credits Acquired For Transgress 5	0,1,2,3	null	0
CHA	0x84	0x40	UNC_H_AG1_AD_CRD_ACQUIRED.TGR6	CMS Agent1 AD Credits Acquired For Transgress 6	0,1,2,3	null	0
CHA	0x84	0x80	UNC_H_AG1_AD_CRD_ACQUIRED.TGR7	CMS Agent1 AD Credits Acquired For Transgress 7	0,1,2,3	null	0
CHA	0x85	0x01	UNC_H_AG1_AD_CRD_ACQUIRED_EXT.TGR8	CMS Agent1 AD Credits Acquired For Transgress 8	0,1,2,3	null	0
CHA	0x85	0x02	UNC_H_AG1_AD_CRD_ACQUIRED_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent1 AD Credits Acquired For Transgress 0-7	0,1,2,3	null	0
CHA	0x86	0x01	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR0	CMS Agent1 AD Credits Occupancy For Transgress 0	0,1,2,3	null	0
CHA	0x86	0x02	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR1	CMS Agent1 AD Credits Occupancy For Transgress 1	0,1,2,3	null	0
CHA	0x86	0x04	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR2	CMS Agent1 AD Credits Occupancy For Transgress 2	0,1,2,3	null	0
CHA	0x86	0x08	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR3	CMS Agent1 AD Credits Occupancy For Transgress 3	0,1,2,3	null	0
CHA	0x86	0x10	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR4	CMS Agent1 AD Credits Occupancy For Transgress 4	0,1,2,3	null	0
CHA	0x86	0x20	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR5	CMS Agent1 AD Credits Occupancy For Transgress 5	0,1,2,3	null	0
CHA	0x86	0x40	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR6	CMS Agent1 AD Credits Occupancy For Transgress 6	0,1,2,3	null	0
CHA	0x86	0x80	UNC_H_AG1_AD_CRD_OCCUPANCY.TGR7	CMS Agent1 AD Credits Occupancy For Transgress 7	0,1,2,3	null	0
CHA	0x87	0x01	UNC_H_AG1_AD_CRD_OCCUPANCY_EXT.TGR8	CMS Agent1 AD Credits Occupancy For Transgress 8	0,1,2,3	null	0
CHA	0x87	0x02	UNC_H_AG1_AD_CRD_OCCUPANCY_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent1 AD Credits Occupancy For Transgress 0-7	0,1,2,3	null	0
CHA	0x88	0x01	UNC_H_AG0_BL_CRD_ACQUIRED.TGR0	CMS Agent0 BL Credits Acquired For Transgress 0	0,1,2,3	null	0
CHA	0x88	0x02	UNC_H_AG0_BL_CRD_ACQUIRED.TGR1	CMS Agent0 BL Credits Acquired For Transgress 1	0,1,2,3	null	0
CHA	0x88	0x04	UNC_H_AG0_BL_CRD_ACQUIRED.TGR2	CMS Agent0 BL Credits Acquired For Transgress 2	0,1,2,3	null	0
CHA	0x88	0x08	UNC_H_AG0_BL_CRD_ACQUIRED.TGR3	CMS Agent0 BL Credits Acquired For Transgress 3	0,1,2,3	null	0
CHA	0x88	0x10	UNC_H_AG0_BL_CRD_ACQUIRED.TGR4	CMS Agent0 BL Credits Acquired For Transgress 4	0,1,2,3	null	0
CHA	0x88	0x20	UNC_H_AG0_BL_CRD_ACQUIRED.TGR5	CMS Agent0 BL Credits Acquired For Transgress 5	0,1,2,3	null	0
CHA	0x88	0x40	UNC_H_AG0_BL_CRD_ACQUIRED.TGR6	CMS Agent0 BL Credits Acquired For Transgress 6	0,1,2,3	null	0
CHA	0x88	0x80	UNC_H_AG0_BL_CRD_ACQUIRED.TGR7	CMS Agent0 BL Credits Acquired For Transgress 7	0,1,2,3	null	0
CHA	0x89	0x01	UNC_H_AG0_BL_CRD_ACQUIRED_EXT.TGR8	CMS Agent0 BL Credits Acquired For Transgress 8	0,1,2,3	null	0
CHA	0x89	0x02	UNC_H_AG0_BL_CRD_ACQUIRED_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent0 BL Credits Acquired For Transgress 0-7	0,1,2,3	null	0
CHA	0x8A	0x01	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR0	CMS Agent0 BL Credits Occupancy For Transgress 0	0,1,2,3	null	0
CHA	0x8A	0x02	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR1	CMS Agent0 BL Credits Occupancy For Transgress 1	0,1,2,3	null	0
CHA	0x8A	0x04	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR2	CMS Agent0 BL Credits Occupancy For Transgress 2	0,1,2,3	null	0
CHA	0x8A	0x08	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR3	CMS Agent0 BL Credits Occupancy For Transgress 3	0,1,2,3	null	0
CHA	0x8A	0x10	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR4	CMS Agent0 BL Credits Occupancy For Transgress 4	0,1,2,3	null	0
CHA	0x8A	0x20	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR5	CMS Agent0 BL Credits Occupancy For Transgress 5	0,1,2,3	null	0
CHA	0x8A	0x40	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR6	CMS Agent0 BL Credits Occupancy For Transgress 6	0,1,2,3	null	0
CHA	0x8A	0x80	UNC_H_AG0_BL_CRD_OCCUPANCY.TGR7	CMS Agent0 BL Credits Occupancy For Transgress 7	0,1,2,3	null	0
CHA	0x8B	0x01	UNC_H_AG0_BL_CRD_OCCUPANCY_EXT.TGR8	CMS Agent0 BL Credits Occupancy For Transgress 8	0,1,2,3	null	0
CHA	0x8B	0x02	UNC_H_AG0_BL_CRD_OCCUPANCY_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent0 BL Credits Occupancy For Transgress 0-7	0,1,2,3	null	0
CHA	0x8C	0x01	UNC_H_AG1_BL_CRD_ACQUIRED.TGR0	CMS Agent1 BL Credits Acquired For Transgress 0	0,1,2,3	null	0
CHA	0x8C	0x02	UNC_H_AG1_BL_CRD_ACQUIRED.TGR1	CMS Agent1 BL Credits Acquired For Transgress 1	0,1,2,3	null	0
CHA	0x8C	0x04	UNC_H_AG1_BL_CRD_ACQUIRED.TGR2	CMS Agent1 BL Credits Acquired For Transgress 2	0,1,2,3	null	0
CHA	0x8C	0x08	UNC_H_AG1_BL_CRD_ACQUIRED.TGR3	CMS Agent1 BL Credits Acquired For Transgress 3	0,1,2,3	null	0
CHA	0x8C	0x10	UNC_H_AG1_BL_CRD_ACQUIRED.TGR4	CMS Agent1 BL Credits Acquired For Transgress 4	0,1,2,3	null	0
CHA	0x8C	0x20	UNC_H_AG1_BL_CRD_ACQUIRED.TGR5	CMS Agent1 BL Credits Acquired For Transgress 5	0,1,2,3	null	0
CHA	0x8C	0x40	UNC_H_AG1_BL_CRD_ACQUIRED.TGR6	CMS Agent1 BL Credits Acquired For Transgress 6	0,1,2,3	null	0
CHA	0x8C	0x80	UNC_H_AG1_BL_CRD_ACQUIRED.TGR7	CMS Agent1 BL Credits Acquired For Transgress 7	0,1,2,3	null	0
CHA	0x8D	0x01	UNC_H_AG1_BL_CRD_ACQUIRED_EXT.TGR8	CMS Agent1 BL Credits Acquired For Transgress 8	0,1,2,3	null	0
CHA	0x8D	0x02	UNC_H_AG1_BL_CRD_ACQUIRED_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent1 BL Credits Acquired For Transgress 0-7	0,1,2,3	null	0
CHA	0x8E	0x01	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR0	CMS Agent1 BL Credits Occupancy For Transgress 0	0,1,2,3	null	0
CHA	0x8E	0x02	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR1	CMS Agent1 BL Credits Occupancy For Transgress 1	0,1,2,3	null	0
CHA	0x8E	0x04	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR2	CMS Agent1 BL Credits Occupancy For Transgress 2	0,1,2,3	null	0
CHA	0x8E	0x08	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR3	CMS Agent1 BL Credits Occupancy For Transgress 3	0,1,2,3	null	0
CHA	0x8E	0x10	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR4	CMS Agent1 BL Credits Occupancy For Transgress 4	0,1,2,3	null	0
CHA	0x8E	0x20	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR5	CMS Agent1 BL Credits Occupancy For Transgress 5	0,1,2,3	null	0
CHA	0x8E	0x40	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR6	CMS Agent1 BL Credits Occupancy For Transgress 6	0,1,2,3	null	0
CHA	0x8E	0x80	UNC_H_AG1_BL_CRD_OCCUPANCY.TGR7	CMS Agent1 BL Credits Occupancy For Transgress 7	0,1,2,3	null	0
CHA	0x8F	0x01	UNC_H_AG1_BL_CRD_OCCUPANCY_EXT.TGR8	CMS Agent1 BL Credits Occupancy For Transgress 8	0,1,2,3	null	0
CHA	0x8F	0x02	UNC_H_AG1_BL_CRD_OCCUPANCY_EXT.ANY_OF_TGR0_THRU_TGR7	CMS Agent1 BL Credits Occupancy For Transgress 0-7	0,1,2,3	null	0
CHA	0xD0	0x01	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR0	Stall on No AD Transgress Credits For Transgress 0	0,1,2,3	null	0
CHA	0xD0	0x02	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR1	Stall on No AD Transgress Credits For Transgress 1	0,1,2,3	null	0
CHA	0xD0	0x04	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR2	Stall on No AD Transgress Credits For Transgress 2	0,1,2,3	null	0
CHA	0xD0	0x08	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR3	Stall on No AD Transgress Credits For Transgress 3	0,1,2,3	null	0
CHA	0xD0	0x10	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR4	Stall on No AD Transgress Credits For Transgress 4	0,1,2,3	null	0
CHA	0xD0	0x20	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR5	Stall on No AD Transgress Credits For Transgress 5	0,1,2,3	null	0
CHA	0xD0	0x40	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR6	Stall on No AD Transgress Credits For Transgress 6	0,1,2,3	null	0
CHA	0xD0	0x80	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD.TGR7	Stall on No AD Transgress Credits For Transgress 7	0,1,2,3	null	0
CHA	0xD1	0x01	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD_EXT.TGR8	Stall on No AD Transgress Credits For Transgress 8	0,1,2,3	null	0
CHA	0xD1	0x02	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_AD_EXT.ANY_OF_TGR0_THRU_TGR7	Stall on No AD Transgress Credits For Transgress 0-7	0,1,2,3	null	0
CHA	0xD2	0x01	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR0	Stall on No AD Transgress Credits For Transgress 0	0,1,2,3	null	0
CHA	0xD2	0x02	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR1	Stall on No AD Transgress Credits For Transgress 1	0,1,2,3	null	0
CHA	0xD2	0x04	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR2	Stall on No AD Transgress Credits For Transgress 2	0,1,2,3	null	0
CHA	0xD2	0x08	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR3	Stall on No AD Transgress Credits For Transgress 3	0,1,2,3	null	0
CHA	0xD2	0x10	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR4	Stall on No AD Transgress Credits For Transgress 4	0,1,2,3	null	0
CHA	0xD2	0x20	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR5	Stall on No AD Transgress Credits For Transgress 5	0,1,2,3	null	0
CHA	0xD2	0x40	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR6	Stall on No AD Transgress Credits For Transgress 6	0,1,2,3	null	0
CHA	0xD2	0x80	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD.TGR7	Stall on No AD Transgress Credits For Transgress 7	0,1,2,3	null	0
CHA	0xD3	0x01	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD_EXT.TGR8	Stall on No AD Transgress Credits For Transgress 8	0,1,2,3	null	0
CHA	0xD3	0x02	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_AD_EXT.ANY_OF_TGR0_THRU_TGR7	Stall on No AD Transgress Credits For Transgress 0-7	0,1,2,3	null	0
CHA	0xD4	0x01	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR0	Stall on No AD Transgress Credits For Transgress 0	0,1,2,3	null	0
CHA	0xD4	0x02	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR1	Stall on No AD Transgress Credits For Transgress 1	0,1,2,3	null	0
CHA	0xD4	0x04	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR2	Stall on No AD Transgress Credits For Transgress 2	0,1,2,3	null	0
CHA	0xD4	0x08	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR3	Stall on No AD Transgress Credits For Transgress 3	0,1,2,3	null	0
CHA	0xD4	0x10	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR4	Stall on No AD Transgress Credits For Transgress 4	0,1,2,3	null	0
CHA	0xD4	0x20	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR5	Stall on No AD Transgress Credits For Transgress 5	0,1,2,3	null	0
CHA	0xD4	0x40	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR6	Stall on No AD Transgress Credits For Transgress 6	0,1,2,3	null	0
CHA	0xD4	0x80	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL.TGR7	Stall on No AD Transgress Credits For Transgress 7	0,1,2,3	null	0
CHA	0xD5	0x01	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL_EXT.TGR8	Stall on No AD Transgress Credits For Transgress 8	0,1,2,3	null	0
CHA	0xD5	0x02	UNC_H_AG0_STALL_NO_CRD_EGRESS_HORZ_BL_EXT.ANY_OF_TGR0_THRU_TGR7	Stall on No AD Transgress Credits For Transgress 0-7	0,1,2,3	null	0
CHA	0xD6	0x01	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR0	Stall on No AD Transgress Credits For Transgress 0	0,1,2,3	null	0
CHA	0xD6	0x02	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR1	Stall on No AD Transgress Credits For Transgress 1	0,1,2,3	null	0
CHA	0xD6	0x04	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR2	Stall on No AD Transgress Credits For Transgress 2	0,1,2,3	null	0
CHA	0xD6	0x08	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR3	Stall on No AD Transgress Credits For Transgress 3	0,1,2,3	null	0
CHA	0xD6	0x10	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR4	Stall on No AD Transgress Credits For Transgress 4	0,1,2,3	null	0
CHA	0xD6	0x20	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR5	Stall on No AD Transgress Credits For Transgress 5	0,1,2,3	null	0
CHA	0xD6	0x40	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR6	Stall on No AD Transgress Credits For Transgress 6	0,1,2,3	null	0
CHA	0xD6	0x80	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL.TGR7	Stall on No AD Transgress Credits For Transgress 7	0,1,2,3	null	0
CHA	0xD7	0x01	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL_EXT.TGR8	Stall on No AD Transgress Credits For Transgress 8	0,1,2,3	null	0
CHA	0xD7	0x02	UNC_H_AG1_STALL_NO_CRD_EGRESS_HORZ_BL_EXT.ANY_OF_TGR0_THRU_TGR7	Stall on No AD Transgress Credits For Transgress 0-7	0,1,2,3	null	0
CHA	0x90	0x01	UNC_H_EGRESS_VERT_OCCUPANCY.AD_AG0	CMS Vert Egress Occupancy AD - Agent 0	0,1,2,3	null	0
CHA	0x90	0x02	UNC_H_EGRESS_VERT_OCCUPANCY.AK_AG0	CMS Vert Egress Occupancy AK - Agent 0	0,1,2,3	null	0
CHA	0x90	0x04	UNC_H_EGRESS_VERT_OCCUPANCY.BL_AG0	CMS Vert Egress Occupancy BL - Agent 0	0,1,2,3	null	0
CHA	0x90	0x08	UNC_H_EGRESS_VERT_OCCUPANCY.IV_AG0	CMS Vert Egress Occupancy IV - Agent 0	0,1,2,3	null	0
CHA	0x90	0x10	UNC_H_EGRESS_VERT_OCCUPANCY.AD_AG1	CMS Vert Egress Occupancy AD - Agent 1	0,1,2,3	null	0
CHA	0x90	0x20	UNC_H_EGRESS_VERT_OCCUPANCY.AK_AG1	CMS Vert Egress Occupancy AK - Agent 1	0,1,2,3	null	0
CHA	0x90	0x40	UNC_H_EGRESS_VERT_OCCUPANCY.BL_AG1	CMS Vert Egress Occupancy BL - Agent 1	0,1,2,3	null	0
CHA	0x91	0x01	UNC_H_EGRESS_VERT_INSERTS.AD_AG0	CMS Vert Egress Allocations AD - Agent 0	0,1,2,3	null	0
CHA	0x91	0x02	UNC_H_EGRESS_VERT_INSERTS.AK_AG0	CMS Vert Egress Allocations AK - Agent 0	0,1,2,3	null	0
CHA	0x91	0x04	UNC_H_EGRESS_VERT_INSERTS.BL_AG0	CMS Vert Egress Allocations BL - Agent 0	0,1,2,3	null	0
CHA	0x91	0x08	UNC_H_EGRESS_VERT_INSERTS.IV_AG0	CMS Vert Egress Allocations IV - Agent 0	0,1,2,3	null	0
CHA	0x91	0x10	UNC_H_EGRESS_VERT_INSERTS.AD_AG1	CMS Vert Egress Allocations AD - Agent 1	0,1,2,3	null	0
CHA	0x91	0x20	UNC_H_EGRESS_VERT_INSERTS.AK_AG1	CMS Vert Egress Allocations AK - Agent 1	0,1,2,3	null	0
CHA	0x91	0x40	UNC_H_EGRESS_VERT_INSERTS.BL_AG1	CMS Vert Egress Allocations BL - Agent 1	0,1,2,3	null	0
CHA	0x92	0x01	UNC_H_EGRESS_VERT_CYCLES_FULL.AD_AG0	Cycles CMS Vertical Egress Queue Is Full AD - Agent 0	0,1,2,3	null	0
CHA	0x92	0x02	UNC_H_EGRESS_VERT_CYCLES_FULL.AK_AG0	Cycles CMS Vertical Egress Queue Is Full AK - Agent 0	0,1,2,3	null	0
CHA	0x92	0x04	UNC_H_EGRESS_VERT_CYCLES_FULL.BL_AG0	Cycles CMS Vertical Egress Queue Is Full BL - Agent 0	0,1,2,3	null	0
CHA	0x92	0x08	UNC_H_EGRESS_VERT_CYCLES_FULL.IV_AG0	Cycles CMS Vertical Egress Queue Is Full IV - Agent 0	0,1,2,3	null	0
CHA	0x92	0x10	UNC_H_EGRESS_VERT_CYCLES_FULL.AD_AG1	Cycles CMS Vertical Egress Queue Is Full AD - Agent 1	0,1,2,3	null	0
CHA	0x92	0x20	UNC_H_EGRESS_VERT_CYCLES_FULL.AK_AG1	Cycles CMS Vertical Egress Queue Is Full AK - Agent 1	0,1,2,3	null	0
CHA	0x92	0x40	UNC_H_EGRESS_VERT_CYCLES_FULL.BL_AG1	Cycles CMS Vertical Egress Queue Is Full BL - Agent 1	0,1,2,3	null	0
CHA	0x93	0x01	UNC_H_EGRESS_VERT_CYCLES_NE.AD_AG0	Cycles CMS Vertical Egress Queue Is Not Empty AD - Agent 0	0,1,2,3	null	0
CHA	0x93	0x02	UNC_H_EGRESS_VERT_CYCLES_NE.AK_AG0	Cycles CMS Vertical Egress Queue Is Not Empty AK - Agent 0	0,1,2,3	null	0
CHA	0x93	0x04	UNC_H_EGRESS_VERT_CYCLES_NE.BL_AG0	Cycles CMS Vertical Egress Queue Is Not Empty BL - Agent 0	0,1,2,3	null	0
CHA	0x93	0x08	UNC_H_EGRESS_VERT_CYCLES_NE.IV_AG0	Cycles CMS Vertical Egress Queue Is Not Empty IV - Agent 0	0,1,2,3	null	0
